age,annual_income,loan_amount,credit_score,employment_years,credit_card_count,late_payment_count,debt_income_ratio,savings_balance,property_value,dependents_count,city_tier,loan_status
64,129632,43897,530,5,5,14,0.86,19883,359431,3,1,1
32,131623,10850,752,25,2,4,0.3,45400,83427,5,3,1
49,109388,25588,693,11,5,8,0.63,46999,209467,5,2,1
28,118646,45214,821,10,1,3,0.69,48951,441993,4,2,1
40,52174,16949,657,19,6,11,0.46,8160,421983,3,2,1
43,119751,13519,743,2,9,8,0.85,56262,404806,5,1,1
51,112491,31375,427,1,6,10,0.69,20929,276074,3,3,1
63,26581,38082,704,5,3,6,0.47,84133,330114,1,2,1
51,130155,16737,691,23,7,5,0.56,12123,120218,1,2,1
46,91853,6134,492,21,3,3,0.65,29357,257547,4,3,1
21,84046,15938,377,24,6,1,0.57,71496,386506,1,1,1
34,69678,29486,384,29,3,7,0.8,34556,204443,3,1,1
52,128392,31096,329,4,4,5,0.39,84791,270967,0,1,1
30,131250,46115,348,17,6,11,0.34,62934,462482,4,1,1
58,46649,10592,444,15,9,14,0.27,79886,284625,0,1,1
56,147795,23108,368,7,2,2,0.13,31881,200267,3,2,1
32,108668,22270,357,24,9,6,0.13,19409,160949,4,2,1
46,102325,32649,873,29,4,9,0.8,56416,176895,0,2,1
46,34567,15997,778,25,2,6,0.64,99171,339459,4,3,1
28,100404,38489,744,19,4,5,0.63,68982,301287,3,1,1
49,109906,14104,595,21,2,1,0.59,31657,133804,5,3,1
19,128069,5870,470,10,9,7,0.78,87743,256318,4,1,1
64,116019,33684,874,9,6,0,0.48,49951,353725,5,1,1
31,81944,44519,446,23,0,12,0.8,9752,226609,3,3,1
37,138428,39524,783,24,8,0,0.39,14440,147357,4,2,1
39,98002,35957,605,11,8,5,0.84,45864,431905,4,3,1
28,48803,38885,745,20,4,4,0.66,50691,256337,5,2,1
44,38230,49369,520,27,8,8,0.31,73035,163984,1,1,0
20,37862,40596,854,5,9,12,0.55,87675,404593,5,2,1
34,63355,34866,677,26,5,11,0.53,81303,301176,5,1,1
61,51259,35676,565,19,4,6,0.21,23343,203256,5,1,1
45,119075,18878,394,4,2,1,0.57,94248,466495,3,2,1
46,107445,44760,561,22,7,12,0.35,20673,207642,2,1,1
38,50795,32559,370,8,3,11,0.14,60954,180522,5,2,1
64,134604,11771,518,25,9,6,0.86,55698,355174,4,3,1
33,28770,21526,832,26,2,14,0.61,96024,374389,0,1,1
54,31093,34896,391,28,5,2,0.8,27520,236539,1,1,0
37,66571,36923,426,15,7,0,0.64,16784,300690,5,3,1
23,20193,41203,379,21,8,10,0.39,39079,85133,5,1,0
36,120311,44390,537,13,5,7,0.51,45220,259803,1,3,1
22,37569,17852,671,21,4,13,0.64,21491,487021,5,3,1
20,137082,48391,785,7,1,11,0.87,49720,93998,4,1,1
18,31190,6848,324,26,1,2,0.3,15718,198310,2,3,1
55,82824,36027,455,19,8,10,0.8,36597,262160,5,3,1
32,62752,40464,816,18,1,7,0.84,62217,427747,1,3,1
51,52327,39485,829,13,1,6,0.64,99351,98245,5,1,1
52,62070,24456,356,6,2,11,0.85,27832,335701,3,3,1
42,105925,14259,318,4,2,14,0.42,55818,382618,4,2,1
41,60197,40554,683,17,3,1,0.86,98398,277810,4,2,1
29,22261,18409,492,1,6,12,0.66,13864,246739,2,3,1
35,138424,8791,536,10,8,13,0.13,89378,403372,3,2,1
32,113905,30864,686,21,1,13,0.83,9177,311882,3,1,1
61,46512,41639,725,7,3,0,0.49,47115,266585,2,3,1
33,26716,39574,576,0,8,6,0.47,57210,115074,0,1,0
44,106795,22888,526,26,1,12,0.55,52954,108204,5,2,1
25,48933,24692,851,21,9,0,0.22,12844,279669,3,2,1
63,127225,28501,622,11,0,5,0.48,75130,273872,0,2,1
42,24378,18304,452,1,9,12,0.76,14418,206647,0,2,1
34,60583,32527,536,17,7,10,0.11,35854,257096,4,1,1
46,132082,23074,354,6,8,9,0.32,89644,463285,5,3,1
25,105371,20549,735,25,6,10,0.1,76955,205472,4,1,1
32,49033,34963,408,16,7,9,0.43,89075,467362,1,3,1
44,44000,30920,483,21,3,7,0.68,44950,56846,4,2,1
63,131032,35826,667,29,3,6,0.74,66227,483568,3,2,1
24,95868,41071,497,22,1,3,0.86,13835,73694,3,2,1
20,62604,21061,670,13,7,0,0.59,18533,333884,5,2,1
46,88336,33810,672,23,1,0,0.3,96051,492654,0,1,1
61,115074,27800,796,6,8,3,0.84,88858,80996,3,3,1
41,115655,48423,898,21,3,4,0.72,11223,113874,4,3,1
20,93869,46692,500,24,0,11,0.56,11273,147661,4,2,1
37,25410,14940,808,28,3,6,0.66,34519,156945,5,1,1
63,103375,8924,621,2,2,13,0.84,25160,240754,4,2,1
32,76044,33054,574,26,5,3,0.67,75385,225272,2,3,1
42,83315,14783,510,5,6,9,0.39,92192,72970,5,3,1
47,116055,42253,803,19,7,13,0.67,49988,454111,5,1,1
31,91344,18233,417,1,1,11,0.13,11348,219143,3,3,1
24,26796,29484,853,16,5,0,0.41,84460,233340,5,1,1
34,106716,30068,341,11,5,10,0.43,68519,465474,1,2,1
61,74245,5191,614,11,9,9,0.23,91426,138890,3,2,1
37,63056,30074,628,29,4,6,0.12,15629,277249,3,1,1
53,37709,9917,316,16,9,1,0.21,50056,107300,2,2,1
26,139664,43599,582,26,9,12,0.62,12273,311387,3,1,1
55,78557,30832,557,9,6,10,0.74,98275,111915,0,2,1
39,37543,47928,874,2,2,1,0.89,41416,189516,4,2,0
19,57418,25706,873,19,3,7,0.38,8894,125147,4,3,1
41,114611,18682,318,17,9,11,0.58,47073,126064,5,3,1
25,123291,31762,828,12,8,9,0.85,46693,116535,2,1,1
28,133504,28383,722,11,3,9,0.23,52466,53760,4,2,1
30,123001,32796,765,26,2,9,0.67,25343,217956,0,2,1
34,116038,28666,672,26,1,4,0.7,44095,414859,2,2,1
25,36724,30662,380,29,4,9,0.17,32174,437635,1,3,1
38,23828,39642,850,26,3,1,0.79,51801,469238,4,1,0
35,136656,46830,847,16,7,4,0.75,73436,235576,3,1,1
47,37087,42531,723,3,6,7,0.13,70336,180992,0,1,1
35,32605,15234,728,22,5,5,0.17,43926,486346,0,2,1
63,51337,14221,687,9,1,2,0.14,73590,224953,4,1,1
64,25482,16410,503,10,2,7,0.37,39827,112399,5,3,1
48,85333,19519,495,5,9,14,0.51,45775,479667,1,3,1
55,112541,6051,584,5,8,13,0.53,42201,494629,3,1,1
49,108296,49993,495,26,8,8,0.31,30373,273129,1,2,1
28,70952,14765,606,8,4,4,0.83,28525,374422,1,3,1
62,25463,16382,313,29,2,12,0.39,73651,163286,4,3,1
42,132164,17580,445,14,1,1,0.14,97643,472855,3,2,1
50,90448,37323,356,1,7,1,0.34,31486,215693,4,2,1
55,24648,49757,509,3,5,6,0.52,79604,278057,4,1,0
58,53623,16939,828,4,9,0,0.43,19640,304551,5,3,1
25,79156,34964,643,16,6,9,0.32,98694,194151,0,3,1
28,55634,5307,578,7,0,11,0.21,62455,450111,5,1,1
39,64602,8359,508,7,0,1,0.76,37136,405659,5,1,1
41,134598,34648,634,21,9,9,0.9,63425,102142,4,3,1
58,69334,40944,587,11,1,3,0.36,57539,439301,5,3,1
34,88648,39019,551,20,9,0,0.41,82664,455768,5,2,1
29,42054,43134,564,7,2,3,0.59,25942,142930,2,2,0
63,90028,32323,570,18,0,12,0.67,69363,492037,3,3,1
49,42207,11226,718,2,4,11,0.41,59596,147812,0,3,1
32,100650,26689,510,17,2,10,0.82,82526,214702,3,2,1
33,119821,35971,664,20,0,12,0.55,36255,120063,0,1,1
39,101554,30954,375,18,7,9,0.46,63129,180990,2,1,1
45,41386,29423,620,18,5,14,0.62,86523,324391,4,3,1
37,103276,35391,732,14,8,4,0.86,63286,329747,0,3,1
50,79518,19330,408,5,2,8,0.74,87437,152099,0,2,1
27,72781,9891,821,15,8,0,0.13,17277,226636,0,3,1
57,72780,9992,346,7,8,11,0.37,2643,312671,2,1,1
49,81440,6961,678,15,0,4,0.48,24729,499737,3,2,1
50,64199,17497,395,17,2,1,0.35,87623,249530,2,2,1
19,81035,37551,402,19,5,8,0.66,22818,317993,0,1,1
50,28210,15848,445,15,7,5,0.76,66555,274388,5,1,1
50,64363,18255,326,10,3,1,0.69,99979,362458,0,2,1
58,131175,9567,829,6,4,13,0.89,54629,226796,5,3,1
30,98279,44281,381,16,8,2,0.32,56438,274748,4,1,1
47,80348,25389,727,16,5,13,0.8,10457,329374,2,2,1
50,75284,49523,883,11,6,7,0.71,60629,404373,5,3,1
30,127628,48919,778,12,6,0,0.39,34922,384639,2,3,1
43,129835,21567,461,9,3,11,0.69,10820,413534,1,2,1
39,92124,8358,701,6,3,2,0.18,33750,485946,3,1,1
56,88847,27999,807,13,3,12,0.73,38790,141937,1,3,1
19,42432,47358,337,22,4,9,0.53,89405,425867,5,1,1
55,146252,15988,810,0,4,0,0.33,35421,315467,1,2,1
56,84089,45446,692,16,7,10,0.62,69038,443661,3,1,1
43,75398,36521,793,3,8,10,0.61,83201,395089,5,3,1
63,119291,10698,499,20,1,7,0.27,63325,191035,4,2,1
32,23321,6273,554,4,6,0,0.12,26600,493727,4,3,1
51,101348,32543,478,19,0,12,0.45,30394,432945,3,3,1
59,57383,36349,846,23,0,4,0.56,80622,196509,3,2,1
61,133816,16241,893,22,3,3,0.8,37171,460071,5,2,1
57,98682,14497,688,24,9,6,0.84,62526,131947,2,1,1
28,143053,46875,697,6,6,13,0.52,14149,454063,5,2,1
20,99190,37703,457,9,1,4,0.7,31394,446452,2,1,1
23,72893,49041,303,16,1,7,0.45,15396,374041,2,2,1
26,55820,36954,466,28,0,11,0.7,24324,168636,2,3,1
23,141262,13002,767,29,9,13,0.26,48198,325631,5,1,1
26,86262,9247,708,6,1,10,0.4,83705,389528,0,2,1
56,23760,46988,711,0,6,0,0.61,92779,63155,0,1,0
48,42190,26698,503,6,8,4,0.11,32016,323399,4,1,1
49,87411,24738,493,25,5,3,0.68,4194,170860,0,1,1
58,43377,15703,534,23,9,2,0.77,33398,445195,0,3,1
29,66737,22570,449,10,1,4,0.42,5789,437740,2,2,1
25,89569,17392,458,8,9,9,0.46,86695,464521,2,2,1
25,58211,49724,578,11,9,14,0.78,65967,124543,3,1,1
45,102909,37299,703,2,8,2,0.72,62134,85094,2,2,1
37,23744,20641,610,3,6,7,0.33,71886,478314,5,3,1
64,145566,18998,367,3,0,12,0.36,99837,270638,3,1,1
24,44995,11305,762,27,8,2,0.64,25977,476986,3,3,1
28,36977,37726,387,24,1,0,0.55,1129,59734,0,3,0
37,149508,23782,516,12,3,8,0.23,60683,253056,2,2,1
33,117938,17721,300,22,8,14,0.35,46331,351749,0,2,1
21,54542,44763,434,18,3,8,0.82,35626,127932,2,1,1
23,30651,17427,650,9,2,5,0.65,49503,498835,0,3,1
39,119239,25566,439,4,0,9,0.89,28549,174109,0,2,1
43,98931,7230,432,6,6,0,0.71,13342,77881,0,1,1
20,115344,11511,477,23,5,7,0.85,37417,244473,5,1,1
58,122112,47229,657,15,9,1,0.27,77514,474393,4,2,1
59,36715,31177,679,0,3,8,0.72,53249,90122,0,3,1
31,64409,9765,749,11,5,13,0.12,53664,293627,1,1,1
28,44306,25354,885,1,5,7,0.64,9833,347441,1,2,1
35,39086,28929,762,6,3,2,0.48,61658,161513,1,1,1
29,34376,33820,407,10,5,12,0.38,30473,86680,5,2,1
40,81350,34523,421,28,9,4,0.79,1737,133452,3,1,1
29,91425,10552,316,29,7,8,0.78,95965,101044,0,3,1
30,123358,5627,495,12,2,12,0.12,47647,225156,1,1,1
42,56636,16989,626,1,3,0,0.59,65054,477405,5,2,1
62,106120,18780,617,6,9,8,0.39,2299,194582,3,2,1
36,134889,11589,778,14,0,14,0.43,64281,402646,1,2,1
63,71649,39812,551,24,3,3,0.77,66875,72152,2,3,1
53,54610,33128,802,10,9,3,0.35,33920,134738,4,2,1
62,30058,43652,418,1,9,14,0.85,55836,207517,0,2,0
25,144876,32790,797,6,8,3,0.24,43381,257760,4,3,1
46,148265,45953,785,3,7,9,0.63,85971,444411,4,2,1
49,94637,5249,344,10,3,11,0.64,99730,154533,2,2,1
61,98033,24309,613,28,6,8,0.3,57298,241021,2,3,1
35,90194,30901,478,1,9,13,0.36,25509,75433,2,1,1
23,96917,28576,717,28,2,5,0.77,43095,448521,3,2,1
35,84200,36508,855,15,8,10,0.71,52524,239932,1,1,1
36,125848,14175,377,6,9,7,0.36,67909,254685,0,3,1
39,126022,30464,625,12,3,11,0.53,73618,98648,2,2,1
54,66619,21260,656,4,1,13,0.15,26532,244162,5,2,1
49,37154,40440,715,16,9,3,0.27,61285,277993,0,3,1
58,39539,34546,814,20,4,2,0.49,19866,92113,0,2,1
20,145381,45047,513,11,1,13,0.17,8593,296602,0,1,1
45,80058,46430,373,27,9,0,0.77,10495,415648,2,1,1
27,82068,6987,862,18,5,9,0.67,8837,180431,2,3,1
52,97313,30105,878,6,9,14,0.85,77708,223714,1,2,1
46,119932,17948,808,5,0,14,0.65,19680,345206,2,2,1
32,50373,18026,631,7,5,6,0.85,56476,383777,2,3,1
50,53154,7773,392,12,3,3,0.54,31346,91604,0,1,1
24,26031,14878,818,4,2,13,0.58,24412,291201,1,1,1
29,113533,47946,568,1,1,7,0.88,89399,187750,4,3,1
47,91975,15377,675,8,6,13,0.61,31804,82121,2,2,1
38,42785,12347,303,29,8,2,0.12,66206,491719,5,1,1
48,98928,38776,437,10,2,0,0.68,11934,175015,2,2,1
41,138696,8783,530,23,5,4,0.82,31723,399084,4,1,1
37,48669,9298,899,5,8,13,0.74,21405,328638,0,2,1
54,114475,9668,828,28,1,1,0.57,19748,225257,1,1,1
21,137154,25671,351,25,6,2,0.64,71766,452894,0,2,1
45,22282,39820,624,6,4,13,0.89,47413,218704,3,3,0
61,54624,39484,576,24,4,5,0.17,23354,96235,2,1,1
37,68438,38078,835,6,6,2,0.63,75490,182720,5,3,1
41,109900,25922,785,18,8,2,0.33,89675,393357,3,1,1
49,87534,39028,815,5,3,11,0.61,18388,248989,2,1,1
58,51705,25316,451,10,8,5,0.59,37523,66489,3,1,1
53,58244,16460,782,28,9,4,0.22,58693,389425,4,2,1
51,94964,21968,558,10,8,9,0.27,36732,449034,2,1,1
53,57437,35266,623,6,3,8,0.6,42646,420334,5,3,1
19,97872,35209,467,1,2,0,0.2,22021,436757,2,2,1
32,94878,29000,609,18,1,12,0.31,94238,476365,3,2,1
51,139006,19011,778,3,8,2,0.77,53776,470528,1,1,1
53,125368,7866,355,25,1,2,0.36,20116,480340,3,2,1
23,92982,10898,772,5,5,10,0.49,73009,154222,2,1,1
56,70583,23395,595,16,4,5,0.85,89271,51316,2,3,1
59,58392,44019,760,24,4,7,0.28,77620,110046,1,2,1
29,27461,42707,623,4,3,2,0.41,45771,390787,0,2,0
20,120123,9006,440,28,5,2,0.59,29756,294187,1,3,1
62,30516,39393,561,27,4,5,0.7,83604,409648,0,3,1
35,99285,15956,719,29,3,7,0.82,95452,165594,5,1,1
57,37514,35663,540,6,8,5,0.83,3919,114042,2,2,0
38,148657,11078,654,8,5,12,0.72,24550,178295,4,3,1
32,141251,34631,888,24,9,11,0.28,37524,204174,4,2,1
50,120962,35140,479,0,9,13,0.12,55606,310737,3,3,1
52,56268,46691,365,0,9,9,0.41,69819,164430,1,2,1
43,110486,8961,647,18,2,2,0.21,71227,288030,1,3,1
25,120424,34277,470,5,9,3,0.67,24212,437926,4,2,1
53,56788,46574,773,17,5,0,0.63,41118,475173,0,1,1
47,95749,36417,833,9,0,12,0.14,29602,456088,1,2,1
40,81049,27484,666,27,4,7,0.77,18540,100094,0,1,1
59,82493,23103,406,10,9,3,0.3,36829,359863,0,1,1
61,56027,34345,738,0,5,5,0.45,57309,254957,0,1,1
31,113547,44454,526,0,7,10,0.63,66403,171103,0,2,1
31,62849,6587,743,12,8,2,0.44,72455,178826,3,2,1
19,120127,47571,741,4,2,10,0.45,23277,462909,3,1,1
54,37858,26031,695,19,1,11,0.15,60673,362622,4,3,1
22,104162,31212,880,0,3,10,0.42,18676,279235,3,2,1
55,99003,15350,383,19,7,5,0.71,43844,93677,5,2,1
62,72395,23816,850,2,7,11,0.83,65708,453976,1,2,1
58,59758,25288,312,17,2,10,0.43,10752,61584,5,2,1
64,74312,34432,792,8,3,8,0.44,82548,314250,3,1,1
31,88670,49222,567,13,2,8,0.66,75711,456885,1,3,1
56,136758,11837,824,26,9,9,0.85,41670,75223,1,3,1
42,102279,39217,419,16,1,2,0.31,68603,347850,0,3,1
37,35434,25884,652,22,3,2,0.45,32478,470698,4,3,1
19,84047,10454,356,13,5,3,0.74,27439,372513,0,1,1
56,67775,14424,339,28,4,11,0.59,35747,215215,0,2,1
23,95769,41885,635,3,2,6,0.19,30810,311689,5,2,1
